instance,start,neighbourhood,pivot,cost,time_in_seconds,deviation_percentage
N-t65l11xx_250,Random,Insert,Best-improvement,651004,4.218000,+2.2889
N-t65l11xx_250,CW,Transpose,First-improvement,540721,0.000000,+18.8416
N-t65l11xx_250,CW,Transpose,Best-improvement,540736,0.000000,+18.8394
N-t65l11xx_250,CW,Exchange,First-improvement,654946,19.344000,+1.6973
N-t65l11xx_250,CW,Exchange,Best-improvement,650982,3.672000,+2.2922
N-t65l11xx_250,CW,Insert,First-improvement,654532,11.296000,+1.7594
N-t65l11xx_250,CW,Insert,Best-improvement,655921,3.516000,+1.5509
N-t65n11xx_150,Random,Transpose,First-improvement,342935,0.000000,+37.7312
N-t65n11xx_150,Random,Transpose,Best-improvement,346166,0.000000,+37.1445
N-t65n11xx_150,Random,Exchange,First-improvement,535610,3.390000,+2.7460
N-t65n11xx_150,Random,Exchange,Best-improvement,531415,0.500000,+3.5077
N-t65n11xx_150,Random,Insert,First-improvement,540462,2.844000,+1.8650
N-t65n11xx_150,Random,Insert,Best-improvement,539303,0.688000,+2.0754
N-t65n11xx_150,CW,Transpose,First-improvement,444448,0.000000,+19.2988
N-t65n11xx_150,CW,Transpose,Best-improvement,445370,0.000000,+19.1314
N-t65n11xx_150,CW,Exchange,First-improvement,540137,2.437000,+1.9240
N-t65n11xx_150,CW,Exchange,Best-improvement,537067,0.453000,+2.4814
N-t65n11xx_150,CW,Insert,First-improvement,541772,1.610000,+1.6271
N-t65n11xx_150,CW,Insert,Best-improvement,542739,0.562000,+1.4515
N-t65n11xx_250,Random,Transpose,First-improvement,952838,0.000000,+33.3382
N-t65n11xx_250,Random,Transpose,Best-improvement,955134,0.000000,+33.1776
N-t65n11xx_250,Random,Exchange,First-improvement,1390315,30.734000,+2.7318
N-t65n11xx_250,Random,Exchange,Best-improvement,1373112,4.781000,+3.9353
N-t65n11xx_250,Random,Insert,First-improvement,1395804,21.657000,+2.3478
N-t65n11xx_250,Random,Insert,Best-improvement,1388620,3.968000,+2.8504
N-t65n11xx_250,CW,Transpose,First-improvement,1187218,0.000000,+16.9407
N-t65n11xx_250,CW,Transpose,Best-improvement,1193356,0.000000,+16.5113
N-t65n11xx_250,CW,Exchange,First-improvement,1401022,19.844000,+1.9827
N-t65n11xx_250,CW,Exchange,Best-improvement,1394810,4.047000,+2.4173
N-t65n11xx_250,CW,Insert,First-improvement,1408683,14.156000,+1.4467
N-t65n11xx_250,CW,Insert,Best-improvement,1400567,3.484000,+2.0145
N-t69r11xx_150,Random,Transpose,First-improvement,7600701,0.000000,+35.8913
N-t69r11xx_150,Random,Transpose,Best-improvement,7609678,0.000000,+35.8156
N-t69r11xx_150,Random,Exchange,First-improvement,11426358,2.578000,+3.6235
N-t69r11xx_150,Random,Exchange,Best-improvement,11418554,0.516000,+3.6893
N-t69r11xx_150,Random,Insert,First-improvement,11590407,1.859000,+2.2398
N-t69r11xx_150,Random,Insert,Best-improvement,11597668,0.500000,+2.1786
N-t69r11xx_150,CW,Transpose,First-improvement,9684776,0.000000,+18.3130
N-t69r11xx_150,CW,Transpose,Best-improvement,9698234,0.000000,+18.1995
N-t69r11xx_150,CW,Exchange,First-improvement,11531126,2.156000,+2.7398
N-t69r11xx_150,CW,Exchange,Best-improvement,11463500,0.453000,+3.3102
N-t69r11xx_150,CW,Insert,First-improvement,11544988,1.484000,+2.6229
N-t69r11xx_150,CW,Insert,Best-improvement,11597493,0.594000,+2.1800
N-t69r11xx_250,Random,Transpose,First-improvement,21060290,0.000000,+33.8058
N-t69r11xx_250,Random,Transpose,Best-improvement,21165097,0.000000,+33.4764
N-t69r11xx_250,Random,Exchange,First-improvement,30982032,30.968000,+2.6210
N-t69r11xx_250,Random,Exchange,Best-improvement,30474224,4.328000,+4.2171
N-t69r11xx_250,Random,Insert,First-improvement,31210160,21.093000,+1.9040
N-t69r11xx_250,Random,Insert,Best-improvement,30985808,4.375000,+2.6091
N-t69r11xx_250,CW,Transpose,First-improvement,25827396,0.000000,+18.8224
N-t69r11xx_250,CW,Transpose,Best-improvement,25873737,0.000000,+18.6768
N-t69r11xx_250,CW,Exchange,First-improvement,31021897,22.563000,+2.4957
N-t69r11xx_250,CW,Exchange,Best-improvement,30841759,3.937000,+3.0619
N-t69r11xx_250,CW,Insert,First-improvement,31206836,16.500000,+1.9144
N-t69r11xx_250,CW,Insert,Best-improvement,31200456,4.016000,+1.9345
N-t70b11xx_150,Random,Transpose,First-improvement,6051685,0.000000,+37.2702
N-t70b11xx_150,Random,Transpose,Best-improvement,6107362,0.000000,+36.6931
N-t70b11xx_150,Random,Exchange,First-improvement,9387680,2.297000,+2.6904
N-t70b11xx_150,Random,Exchange,Best-improvement,9287815,0.500000,+3.7256
N-t70b11xx_150,Random,Insert,First-improvement,9434392,2.078000,+2.2062
N-t70b11xx_150,Random,Insert,Best-improvement,9420264,0.532000,+2.3526
N-t70b11xx_150,CW,Transpose,First-improvement,8178936,0.000000,+15.2198
N-t70b11xx_150,CW,Transpose,Best-improvement,8156467,0.000000,+15.4527
N-t70b11xx_150,CW,Exchange,First-improvement,9406290,1.843000,+2.4975
N-t70b11xx_150,CW,Exchange,Best-improvement,9346931,0.438000,+3.1128
N-t70b11xx_150,CW,Insert,First-improvement,9436129,1.344000,+2.1882
N-t70b11xx_150,CW,Insert,Best-improvement,9437109,0.437000,+2.1780
N-t70b11xx_250,Random,Transpose,First-improvement,16816083,0.000000,+33.8029
N-t70b11xx_250,Random,Transpose,Best-improvement,16847159,0.000000,+33.6806
N-t70b11xx_250,Random,Exchange,First-improvement,24607212,26.468000,+3.1328
N-t70b11xx_250,Random,Exchange,Best-improvement,24549727,4.485000,+3.3591
N-t70b11xx_250,Random,Insert,First-improvement,25041550,22.453000,+1.4230
N-t70b11xx_250,Random,Insert,Best-improvement,24902582,4.296000,+1.9701
N-t70b11xx_250,CW,Transpose,First-improvement,21206887,0.000000,+16.5183
N-t70b11xx_250,CW,Transpose,Best-improvement,21208714,0.000000,+16.5111
N-t70b11xx_250,CW,Exchange,First-improvement,24683110,24.313000,+2.8341
N-t70b11xx_250,CW,Exchange,Best-improvement,24422848,4.094000,+3.8586
N-t70b11xx_250,CW,Insert,First-improvement,24961125,16.718000,+1.7396
N-t70b11xx_250,CW,Insert,Best-improvement,24859437,3.875000,+2.1399
N-t70d11xn_150,Random,Transpose,First-improvement,3608392,0.000000,+38.0549
N-t70d11xn_150,Random,Transpose,Best-improvement,3608272,0.000000,+38.0570
N-t70d11xn_150,Random,Exchange,First-improvement,5632012,3.047000,+3.3155
N-t70d11xn_150,Random,Exchange,Best-improvement,5581792,0.656000,+4.1777
N-t70d11xn_150,Random,Insert,First-improvement,5738585,2.969000,+1.4860
N-t70d11xn_150,Random,Insert,Best-improvement,5651154,0.625000,+2.9869
N-t70d11xn_150,CW,Transpose,First-improvement,4871242,0.000000,+16.3756
N-t70d11xn_150,CW,Transpose,Best-improvement,4898826,0.000000,+15.9021
N-t70d11xn_150,CW,Exchange,First-improvement,5673764,2.547000,+2.5988
N-t70d11xn_150,CW,Exchange,Best-improvement,5662059,0.562000,+2.7997
N-t70d11xn_150,CW,Insert,First-improvement,5723354,1.891000,+1.7475
N-t70d11xn_150,CW,Insert,Best-improvement,5742649,0.531000,+1.4162
N-t70d11xn_250,Random,Transpose,First-improvement,10647818,0.000000,+29.9811
N-t70d11xn_250,Random,Transpose,Best-improvement,10690780,0.000000,+29.6986
N-t70d11xn_250,Random,Exchange,First-improvement,14702964,30.469000,+3.3149
N-t70d11xn_250,Random,Exchange,Best-improvement,14630692,4.688000,+3.7902
N-t70d11xn_250,Random,Insert,First-improvement,14899122,22.797000,+2.0250
N-t70d11xn_250,Random,Insert,Best-improvement,14903631,4.484000,+1.9953
N-t70d11xn_250,CW,Transpose,First-improvement,12884232,0.000000,+15.2747
N-t70d11xn_250,CW,Transpose,Best-improvement,12890728,0.000000,+15.2320
N-t70d11xn_250,CW,Exchange,First-improvement,14903053,26.125000,+1.9991
N-t70d11xn_250,CW,Exchange,Best-improvement,14753135,3.671000,+2.9850
N-t70d11xn_250,CW,Insert,First-improvement,15007824,18.688000,+1.3102
N-t70d11xn_250,CW,Insert,Best-improvement,14947243,3.656000,+1.7085
N-t70d11xx_150,Random,Transpose,First-improvement,4283429,0.000000,+30.6235
N-t70d11xx_150,Random,Transpose,Best-improvement,4258714,0.000000,+31.0238
N-t70d11xx_150,Random,Exchange,First-improvement,5968613,2.687000,+3.3294
N-t70d11xx_150,Random,Exchange,Best-improvement,5913842,0.594000,+4.2165
N-t70d11xx_150,Random,Insert,First-improvement,6029183,2.781000,+2.3484
N-t70d11xx_150,Random,Insert,Best-improvement,6019988,0.594000,+2.4973
N-t70d11xx_150,CW,Transpose,First-improvement,5255372,0.000000,+14.8814
N-t70d11xx_150,CW,Transpose,Best-improvement,5273912,0.000000,+14.5811
N-t70d11xx_150,CW,Exchange,First-improvement,6004424,2.453000,+2.7494
N-t70d11xx_150,CW,Exchange,Best-improvement,5981468,0.484000,+3.1212
N-t70d11xx_150,CW,Insert,First-improvement,6037958,1.719000,+2.2063
N-t70d11xx_150,CW,Insert,Best-improvement,6038324,0.484000,+2.2004
N-t70d11xx_250,Random,Transpose,First-improvement,11072864,0.000000,+30.9697
N-t70d11xx_250,Random,Transpose,Best-improvement,11066730,0.000000,+31.0079
N-t70d11xx_250,Random,Exchange,First-improvement,15546031,31.297000,+3.0831
N-t70d11xx_250,Random,Exchange,Best-improvement,15410487,5.219000,+3.9281
N-t70d11xx_250,Random,Insert,First-improvement,15716652,23.250000,+2.0194
N-t70d11xx_250,Random,Insert,Best-improvement,15576665,3.985000,+2.8921
N-t70d11xx_250,CW,Transpose,First-improvement,13628028,0.000000,+15.0403
N-t70d11xx_250,CW,Transpose,Best-improvement,13671964,0.000000,+14.7664
N-t70d11xx_250,CW,Exchange,First-improvement,15627058,25.719000,+2.5779
N-t70d11xx_250,CW,Exchange,Best-improvement,15529347,4.109000,+3.1871
N-t70d11xx_250,CW,Insert,First-improvement,15836346,21.984000,+1.2732
N-t70d11xx_250,CW,Insert,Best-improvement,15734158,4.266000,+1.9103
N-t70f11xx_150,Random,Transpose,First-improvement,3241715,0.000000,+37.0553
N-t70f11xx_150,Random,Transpose,Best-improvement,3248829,0.000000,+36.9171
N-t70f11xx_150,Random,Exchange,First-improvement,4944910,2.781000,+3.9841
N-t70f11xx_150,Random,Exchange,Best-improvement,4932812,0.594000,+4.2190
N-t70f11xx_150,Random,Insert,First-improvement,5037388,2.203000,+2.1885
N-t70f11xx_150,Random,Insert,Best-improvement,5053851,0.625000,+1.8688
N-t70f11xx_150,CW,Transpose,First-improvement,4252600,0.000000,+17.4268
N-t70f11xx_150,CW,Transpose,Best-improvement,4235305,0.000000,+17.7626
N-t70f11xx_150,CW,Exchange,First-improvement,4994095,1.938000,+3.0291
N-t70f11xx_150,CW,Exchange,Best-improvement,4975522,0.515000,+3.3897
N-t70f11xx_150,CW,Insert,First-improvement,5072879,1.750000,+1.4994
N-t70f11xx_150,CW,Insert,Best-improvement,5045196,0.547000,+2.0369
N-t70f11xx_250,Random,Transpose,First-improvement,9423977,0.000000,+30.6353
N-t70f11xx_250,Random,Transpose,Best-improvement,9434609,0.000000,+30.5571
N-t70f11xx_250,Random,Exchange,First-improvement,13162843,25.797000,+3.1156
N-t70f11xx_250,Random,Exchange,Best-improvement,13023711,3.407000,+4.1397
N-t70f11xx_250,Random,Insert,First-improvement,13302080,20.891000,+2.0908
N-t70f11xx_250,Random,Insert,Best-improvement,13235429,4.187000,+2.5814
N-t70f11xx_250,CW,Transpose,First-improvement,11565346,0.000000,+14.8739
N-t70f11xx_250,CW,Transpose,Best-improvement,11569596,0.000000,+14.8426
N-t70f11xx_250,CW,Exchange,First-improvement,13266010,20.985000,+2.3563
N-t70f11xx_250,CW,Exchange,Best-improvement,13100613,4.266000,+3.5737
N-t70f11xx_250,CW,Insert,First-improvement,13374442,14.750000,+1.5582
N-t70f11xx_250,CW,Insert,Best-improvement,13338176,4.062000,+1.8251
N-t70l11xx_150,Random,Transpose,First-improvement,271234,0.000000,+37.9131
N-t70l11xx_150,Random,Transpose,Best-improvement,271234,0.000000,+37.9131
N-t70l11xx_150,Random,Exchange,First-improvement,422865,2.406000,+3.2040
N-t70l11xx_150,Random,Exchange,Best-improvement,419713,0.469000,+3.9255
N-t70l11xx_150,Random,Insert,First-improvement,426305,1.313000,+2.4166
N-t70l11xx_150,Random,Insert,Best-improvement,424035,0.485000,+2.9362
N-t70l11xx_150,CW,Transpose,First-improvement,354093,0.000000,+18.9463
N-t70l11xx_150,CW,Transpose,Best-improvement,354319,0.000000,+18.8945
N-t70l11xx_150,CW,Exchange,First-improvement,423112,1.953000,+3.1474
N-t70l11xx_150,CW,Exchange,Best-improvement,421910,0.469000,+3.4226
N-t70l11xx_150,CW,Insert,First-improvement,428097,1.297000,+2.0064
N-t70l11xx_150,CW,Insert,Best-improvement,425489,0.594000,+2.6033
N-t70l11xx_250,Random,Transpose,First-improvement,670363,0.000000,+39.7766
N-t70l11xx_250,Random,Transpose,Best-improvement,670421,0.000000,+39.7714
N-t70l11xx_250,Random,Exchange,First-improvement,1087354,25.218000,+2.3155
N-t70l11xx_250,Random,Exchange,Best-improvement,1074060,3.875000,+3.5097
N-t70l11xx_250,Random,Insert,First-improvement,1082827,14.359000,+2.7221
N-t70l11xx_250,Random,Insert,Best-improvement,1081829,4.125000,+2.8118
N-t70l11xx_250,CW,Transpose,First-improvement,903613,0.000000,+18.8222
N-t70l11xx_250,CW,Transpose,Best-improvement,903929,0.000000,+18.7938
N-t70l11xx_250,CW,Exchange,First-improvement,1084967,18.829000,+2.5299
N-t70l11xx_250,CW,Exchange,Best-improvement,1086459,3.687000,+2.3959
N-t70l11xx_250,CW,Insert,First-improvement,1089429,11.547000,+2.1290
N-t70l11xx_250,CW,Insert,Best-improvement,1094438,3.687000,+1.6791
N-t70n11xx_150,Random,Transpose,First-improvement,593115,0.000000,+37.4953
N-t70n11xx_150,Random,Transpose,Best-improvement,594016,0.000000,+37.4004
N-t70n11xx_150,Random,Exchange,First-improvement,917529,3.531000,+3.3074
N-t70n11xx_150,Random,Exchange,Best-improvement,910062,0.672000,+4.0943
N-t70n11xx_150,Random,Insert,First-improvement,929342,2.828000,+2.0625
N-t70n11xx_150,Random,Insert,Best-improvement,923600,0.594000,+2.6676
N-t70n11xx_150,CW,Transpose,First-improvement,805639,0.000000,+15.0987
N-t70n11xx_150,CW,Transpose,Best-improvement,802999,0.000000,+15.3770
N-t70n11xx_150,CW,Exchange,First-improvement,925623,2.375000,+2.4544
N-t70n11xx_150,CW,Exchange,Best-improvement,925056,0.594000,+2.5141
N-t70n11xx_150,CW,Insert,First-improvement,928932,1.843000,+2.1057
N-t70n11xx_150,CW,Insert,Best-improvement,929966,0.469000,+1.9967
N-t70n11xx_250,Random,Transpose,First-improvement,1650484,0.000000,+32.4787
N-t70n11xx_250,Random,Transpose,Best-improvement,1663338,0.000000,+31.9528
N-t70n11xx_250,Random,Exchange,First-improvement,2377866,29.203000,+2.7215
N-t70n11xx_250,Random,Exchange,Best-improvement,2348357,4.500000,+3.9287
N-t70n11xx_250,Random,Insert,First-improvement,2376681,19.469000,+2.7700
N-t70n11xx_250,Random,Insert,Best-improvement,2379500,4.266000,+2.6547
N-t70n11xx_250,CW,Transpose,First-improvement,2044430,0.000000,+16.3624
N-t70n11xx_250,CW,Transpose,Best-improvement,2045930,0.000000,+16.3010
N-t70n11xx_250,CW,Exchange,First-improvement,2378666,19.906000,+2.6888
N-t70n11xx_250,CW,Exchange,Best-improvement,2364065,3.500000,+3.2861
N-t70n11xx_250,CW,Insert,First-improvement,2398204,15.375000,+1.8895
N-t70n11xx_250,CW,Insert,Best-improvement,2398059,3.672000,+1.8954
N-t74d11xx_150,Random,Transpose,First-improvement,6301767,0.000000,+32.9317
N-t74d11xx_150,Random,Transpose,Best-improvement,6315715,0.000000,+32.7833
N-t74d11xx_150,Random,Exchange,First-improvement,9119373,3.125000,+2.9445
N-t74d11xx_150,Random,Exchange,Best-improvement,9024253,0.562000,+3.9569
N-t74d11xx_150,Random,Insert,First-improvement,9226556,2.156000,+1.8038
N-t74d11xx_150,Random,Insert,Best-improvement,9178343,0.625000,+2.3169
N-t74d11xx_150,CW,Transpose,First-improvement,8018672,0.000000,+14.6591
N-t74d11xx_150,CW,Transpose,Best-improvement,8054027,0.000000,+14.2828
N-t74d11xx_150,CW,Exchange,First-improvement,9175355,2.157000,+2.3487
N-t74d11xx_150,CW,Exchange,Best-improvement,9082795,0.453000,+3.3338
N-t74d11xx_150,CW,Insert,First-improvement,9254523,1.578000,+1.5062
N-t74d11xx_150,CW,Insert,Best-improvement,9223866,0.516000,+1.8325
N-t74d11xx_250,Random,Transpose,First-improvement,16783671,0.000000,+31.2996
N-t74d11xx_250,Random,Transpose,Best-improvement,16804434,0.000000,+31.2146
N-t74d11xx_250,Random,Exchange,First-improvement,23768286,30.328000,+2.7096
N-t74d11xx_250,Random,Exchange,Best-improvement,23637725,4.000000,+3.2440
N-t74d11xx_250,Random,Insert,First-improvement,23983218,21.297000,+1.8298
N-t74d11xx_250,Random,Insert,Best-improvement,23934297,3.985000,+2.0301
N-t74d11xx_250,CW,Transpose,First-improvement,20812545,0.000000,+14.8083
N-t74d11xx_250,CW,Transpose,Best-improvement,20848170,0.000000,+14.6625
N-t74d11xx_250,CW,Exchange,First-improvement,23962060,24.141000,+1.9164
N-t74d11xx_250,CW,Exchange,Best-improvement,23809597,3.453000,+2.5405
N-t74d11xx_250,CW,Insert,First-improvement,24038567,17.469000,+1.6033
N-t74d11xx_250,CW,Insert,Best-improvement,24025325,3.469000,+1.6575
N-t75d11xx_150,Random,Transpose,First-improvement,6114949,0.000000,+36.5810
N-t75d11xx_150,Random,Transpose,Best-improvement,6140219,0.000000,+36.3189
N-t75d11xx_150,Random,Exchange,First-improvement,9389095,3.156000,+2.6244
N-t75d11xx_150,Random,Exchange,Best-improvement,9232902,0.610000,+4.2443
N-t75d11xx_150,Random,Insert,First-improvement,9344694,2.437000,+3.0849
N-t75d11xx_150,Random,Insert,Best-improvement,9431092,0.562000,+2.1888
N-t75d11xx_150,CW,Transpose,First-improvement,8294865,0.000000,+13.9728
N-t75d11xx_150,CW,Transpose,Best-improvement,8292070,0.000000,+14.0018
N-t75d11xx_150,CW,Exchange,First-improvement,9505942,2.531000,+1.4125
N-t75d11xx_150,CW,Exchange,Best-improvement,9319958,0.422000,+3.3414
N-t75d11xx_150,CW,Insert,First-improvement,9556284,1.750000,+0.8904
N-t75d11xx_150,CW,Insert,Best-improvement,9449956,0.454000,+1.9932
N-t75d11xx_250,Random,Transpose,First-improvement,17653655,0.000000,+29.4335
N-t75d11xx_250,Random,Transpose,Best-improvement,17673167,0.000000,+29.3555
N-t75d11xx_250,Random,Exchange,First-improvement,24450066,32.141000,+2.2664
N-t75d11xx_250,Random,Exchange,Best-improvement,24259091,4.250000,+3.0298
N-t75d11xx_250,Random,Insert,First-improvement,24512916,21.594000,+2.0152
N-t75d11xx_250,Random,Insert,Best-improvement,24461041,4.891000,+2.2226
N-t75d11xx_250,CW,Transpose,First-improvement,21446440,0.000000,+14.2727
N-t75d11xx_250,CW,Transpose,Best-improvement,21507458,0.000000,+14.0288
N-t75d11xx_250,CW,Exchange,First-improvement,24489542,24.765000,+2.1086
N-t75d11xx_250,CW,Exchange,Best-improvement,24270498,3.250000,+2.9842
N-t75d11xx_250,CW,Insert,First-improvement,24616380,17.203000,+1.6016
N-t75d11xx_250,CW,Insert,Best-improvement,24665920,3.922000,+1.4036
N-t75e11xx_150,Random,Transpose,First-improvement,26841183,0.000000,+35.4317
N-t75e11xx_150,Random,Transpose,Best-improvement,26969136,0.000000,+35.1239
N-t75e11xx_150,Random,Exchange,First-improvement,40263882,3.266000,+3.1424
N-t75e11xx_150,Random,Exchange,Best-improvement,40126202,0.609000,+3.4736
N-t75e11xx_150,Random,Insert,First-improvement,40527132,2.438000,+2.5092
N-t75e11xx_150,Random,Insert,Best-improvement,40530365,0.578000,+2.5014
N-t75e11xx_150,CW,Transpose,First-improvement,35541961,0.000000,+14.5013
N-t75e11xx_150,CW,Transpose,Best-improvement,35602963,0.000000,+14.3546
N-t75e11xx_150,CW,Exchange,First-improvement,40475444,2.640000,+2.6335
N-t75e11xx_150,CW,Exchange,Best-improvement,40424387,0.578000,+2.7563
N-t75e11xx_150,CW,Insert,First-improvement,40778700,1.844000,+1.9040
N-t75e11xx_150,CW,Insert,Best-improvement,40612705,0.406000,+2.3033
N-t75e11xx_250,Random,Transpose,First-improvement,73890813,0.000000,+30.8617
N-t75e11xx_250,Random,Transpose,Best-improvement,74221068,0.000000,+30.5527
N-t75e11xx_250,Random,Exchange,First-improvement,103832819,32.609000,+2.8455
N-t75e11xx_250,Random,Exchange,Best-improvement,102647081,3.703000,+3.9549
N-t75e11xx_250,Random,Insert,First-improvement,103898406,23.750000,+2.7841
N-t75e11xx_250,Random,Insert,Best-improvement,103649949,4.062000,+3.0166
N-t75e11xx_250,CW,Transpose,First-improvement,89900236,0.000000,+15.8819
N-t75e11xx_250,CW,Transpose,Best-improvement,90179995,0.000000,+15.6202
N-t75e11xx_250,CW,Exchange,First-improvement,103913398,27.109000,+2.7701
N-t75e11xx_250,CW,Exchange,Best-improvement,103506909,4.625000,+3.1504
N-t75e11xx_250,CW,Insert,First-improvement,105079161,18.328000,+1.6793
N-t75e11xx_250,CW,Insert,Best-improvement,104403502,3.844000,+2.3115
N-t75k11xx_150,Random,Transpose,First-improvement,995065,0.000000,+35.4523
N-t75k11xx_150,Random,Transpose,Best-improvement,1004913,0.000000,+34.8135
N-t75k11xx_150,Random,Exchange,First-improvement,1500214,2.750000,+2.6844
N-t75k11xx_150,Random,Exchange,Best-improvement,1483168,0.516000,+3.7901
N-t75k11xx_150,Random,Insert,First-improvement,1513972,2.188000,+1.7919
N-t75k11xx_150,Random,Insert,Best-improvement,1505459,0.516000,+2.3441
N-t75k11xx_150,CW,Transpose,First-improvement,1288571,0.000000,+16.4132
N-t75k11xx_150,CW,Transpose,Best-improvement,1291590,0.000000,+16.2173
N-t75k11xx_150,CW,Exchange,First-improvement,1506927,2.343000,+2.2489
N-t75k11xx_150,CW,Exchange,Best-improvement,1498656,0.484000,+2.7854
N-t75k11xx_150,CW,Insert,First-improvement,1528025,1.844000,+0.8803
N-t75k11xx_150,CW,Insert,Best-improvement,1512337,0.516000,+1.8980
N-t75k11xx_250,Random,Transpose,First-improvement,2828312,0.000000,+30.9131
N-t75k11xx_250,Random,Transpose,Best-improvement,2834368,0.000000,+30.7652
N-t75k11xx_250,Random,Exchange,First-improvement,3975634,26.656000,+2.8876
N-t75k11xx_250,Random,Exchange,Best-improvement,3925608,4.750000,+4.1096
N-t75k11xx_250,Random,Insert,First-improvement,3999380,20.734000,+2.3076
N-t75k11xx_250,Random,Insert,Best-improvement,3981840,4.375000,+2.7360
N-t75k11xx_250,CW,Transpose,First-improvement,3464585,0.000000,+15.3710
N-t75k11xx_250,CW,Transpose,Best-improvement,3465859,0.000000,+15.3398
N-t75k11xx_250,CW,Exchange,First-improvement,3986477,20.422000,+2.6228
N-t75k11xx_250,CW,Exchange,Best-improvement,3978431,4.000000,+2.8193
N-t75k11xx_250,CW,Insert,First-improvement,4025664,15.094000,+1.6655
N-t75k11xx_250,CW,Insert,Best-improvement,4029058,3.953000,+1.5826
N-t75n11xx_150,Random,Transpose,First-improvement,1081423,0.000000,+37.9596
N-t75n11xx_150,Random,Transpose,Best-improvement,1081998,0.000000,+37.9266
N-t75n11xx_150,Random,Exchange,First-improvement,1682018,2.656000,+3.5039
N-t75n11xx_150,Random,Exchange,Best-improvement,1663955,0.516000,+4.5401
N-t75n11xx_150,Random,Insert,First-improvement,1712107,2.437000,+1.7777
N-t75n11xx_150,Random,Insert,Best-improvement,1703052,0.500000,+2.2972
N-t75n11xx_150,CW,Transpose,First-improvement,1456478,0.000000,+16.4429
N-t75n11xx_150,CW,Transpose,Best-improvement,1460389,0.000000,+16.2186
N-t75n11xx_150,CW,Exchange,First-improvement,1693425,2.422000,+2.8495
N-t75n11xx_150,CW,Exchange,Best-improvement,1678466,0.469000,+3.7077
N-t75n11xx_150,CW,Insert,First-improvement,1709911,1.984000,+1.9037
N-t75n11xx_150,CW,Insert,Best-improvement,1699696,0.485000,+2.4897
N-t75n11xx_250,Random,Transpose,First-improvement,2977188,0.000000,+34.2049
N-t75n11xx_250,Random,Transpose,Best-improvement,2980519,0.000000,+34.1313
N-t75n11xx_250,Random,Exchange,First-improvement,4394870,26.594000,+2.8746
N-t75n11xx_250,Random,Exchange,Best-improvement,4378591,4.016000,+3.2343
N-t75n11xx_250,Random,Insert,First-improvement,4424908,18.656000,+2.2107
N-t75n11xx_250,Random,Insert,Best-improvement,4413313,4.563000,+2.4670
N-t75n11xx_250,CW,Transpose,First-improvement,3804768,0.000000,+15.9157
N-t75n11xx_250,CW,Transpose,Best-improvement,3811786,0.000000,+15.7606
N-t75n11xx_250,CW,Exchange,First-improvement,4424166,26.843000,+2.2271
N-t75n11xx_250,CW,Exchange,Best-improvement,4390373,4.234000,+2.9739
N-t75n11xx_250,CW,Insert,First-improvement,4445642,14.469000,+1.7525
N-t75n11xx_250,CW,Insert,Best-improvement,4426053,3.422000,+2.1854
N-tiw56n54_150,Random,Transpose,First-improvement,575639,0.000000,+31.3035
N-tiw56n54_150,Random,Transpose,Best-improvement,575431,0.000000,+31.3283
N-tiw56n54_150,Random,Exchange,First-improvement,815329,2.609000,+2.6990
N-tiw56n54_150,Random,Exchange,Best-improvement,810031,0.578000,+3.3312
N-tiw56n54_150,Random,Insert,First-improvement,825536,2.360000,+1.4809
N-tiw56n54_150,Random,Insert,Best-improvement,821525,0.671000,+1.9596
N-tiw56n54_150,CW,Transpose,First-improvement,714779,0.000000,+14.6986
N-tiw56n54_150,CW,Transpose,Best-improvement,717943,0.000000,+14.3210
N-tiw56n54_150,CW,Exchange,First-improvement,820030,2.375000,+2.1380
N-tiw56n54_150,CW,Exchange,Best-improvement,810451,0.438000,+3.2811
N-tiw56n54_150,CW,Insert,First-improvement,827045,1.484000,+1.3008
N-tiw56n54_150,CW,Insert,Best-improvement,820908,0.453000,+2.0332
N-tiw56n54_250,Random,Transpose,First-improvement,1447533,0.000000,+31.0280
N-tiw56n54_250,Random,Transpose,Best-improvement,1447913,0.000000,+31.0099
N-tiw56n54_250,Random,Exchange,First-improvement,2047572,29.875000,+2.4374
N-tiw56n54_250,Random,Exchange,Best-improvement,2028934,4.515000,+3.3254
N-tiw56n54_250,Random,Insert,First-improvement,2055668,21.516000,+2.0516
N-tiw56n54_250,Random,Insert,Best-improvement,2054279,4.360000,+2.1178
N-tiw56n54_250,CW,Transpose,First-improvement,1808504,0.000000,+13.8285
N-tiw56n54_250,CW,Transpose,Best-improvement,1812526,0.000000,+13.6368
N-tiw56n54_250,CW,Exchange,First-improvement,2045480,21.172000,+2.5371
N-tiw56n54_250,CW,Exchange,Best-improvement,2032309,3.219000,+3.1646
N-tiw56n54_250,CW,Insert,First-improvement,2062694,16.891000,+1.7169
N-tiw56n54_250,CW,Insert,Best-improvement,2064848,4.172000,+1.6142
N-tiw56n58_150,Random,Transpose,First-improvement,713317,0.000000,+38.2619
N-tiw56n58_150,Random,Transpose,Best-improvement,713691,0.000000,+38.2295
N-tiw56n58_150,Random,Exchange,First-improvement,1107920,2.109000,+4.1087
N-tiw56n58_150,Random,Exchange,Best-improvement,1105327,0.547000,+4.3332
N-tiw56n58_150,Random,Insert,First-improvement,1133421,2.297000,+1.9016
N-tiw56n58_150,Random,Insert,Best-improvement,1138679,0.625000,+1.4465
